AATF	ABCF1	ABT1	ADAR	AGGF1	AGO1	AGO2	AGO3	AKAP1	AKAP8	AKAP8L	APOBEC3C	AQR	ASCC1	ATP5F1C	AUH	BCCIP	BCLAF1	BOP1	BUD13	CCAR1	CCAR2	CCDC124	CELF1	CIRBP	CKAP4	CNOT7	CNOT8	CPEB4	CPSF6	CPSF7	CSTF2	CSTF2T	DAZAP1	DDX1	DDX19B	DDX21	DDX24	DDX27	DDX28	DDX3X	DDX47	DDX51	DDX52	DDX55	DDX6	DHX30	DKC1	DNAJC2	DNAJC21	DROSHA	EEF2	EFTUD2	EIF2S1	EIF2S2	EIF3A	EIF3D	EIF3G	EIF4A3	EIF4B	EIF4G1	EIF4G2	ESF1	EWSR1	EXOSC9	FAM120A	FASTKD2	FIP1L1	FKBP4	FMR1	FTO	FUBP1	FUBP3	FUS	FXR1	FXR2	G3BP1	G3BP2	GEMIN5	GLRX3	GPKOW	GRSF1	GRWD1	GTF2F1	HDGF	HLTF	HNRNPA0	HNRNPA1	HNRNPA2B1	HNRNPAB	HNRNPC	HNRNPF	HNRNPK	HNRNPL	HNRNPM	HNRNPU	HNRNPUL1	HSPD1	IGF2BP1	IGF2BP2	IGF2BP3	ILF2	ILF3	KHDRBS1	KHSRP	KIF1C	KRR1	LARP4	LARP7	LIN28B	LSM11	MAGOH	MAK16	MARK2	MATR3	MBNL1	METAP2	MSI2	MTPAP	NAA15	NCBP2	NELFE	NFX1	NKRF	NOL12	NONO	NPM1	NUFIP2	NUP35	NUSAP1	PA2G4	PABPC1	PABPC4	PABPN1	PAPOLA	PARN	PCBP1	PCBP2	PES1	PHF6	PKM	PNPT1	POLR2G	PPIG	PPIL4	PPP1R8	PRPF4	PRPF6	PRPF8	PSIP1	PTBP1	PUF60	PUM1	PUM2	PUS1	QKI	RAVER1	RBFOX2	RBM15	RBM17	RBM22	RBM25	RBM3	RBM34	RBM39	RCC2	RECQL	RPS10	RPS11	RPS19	RPS3A	RRP9	RTF1	SAFB2	SART3	SBDS	SERBP1	SF1	SF3A3	SF3B1	SF3B4	SFPQ	SLBP	SLTM	SMNDC1	SND1	SNRNP200	SRFBP1	SRP68	SRPK2	SRSF1	SRSF5	SRSF7	SSB	SSRP1	STAU1	STIP1	SUB1	SUCLG1	SUGP2	SUPT6H	SUPV3L1	TAF15	TARDBP	TBRG4	TFIP11	TIA1	TIAL1	TRA2A	TRIM56	TRIP6	TUFM	U2AF2	UBE2L3	UCHL5	UPF1	UPF2	UTP18	UTP3	WDR3	WDR43	WRN	XPO1	XPO5	XRCC5	XRCC6	XRN1	XRN2	YBX3	YTHDC2	ZC3H8	ZRANB2	AATF	ABCF1	ABT1	ADAR	AGGF1	AGO1	AGO2	AGO3	AKAP1	AKAP8	AKAP8L	APOBEC3C	AQR	ASCC1	ATP5F1C	AUH	BCCIP	BCLAF1	BOP1	BUD13	CCAR1	CCAR2	CCDC124	CELF1	CIRBP	CKAP4	CNOT7	CNOT8	CPEB4	CPSF6	CPSF7	CSTF2	CSTF2T	DAZAP1	DDX1	DDX19B	DDX21	DDX24	DDX27	DDX28	DDX3X	DDX47	DDX51	DDX52	DDX55	DDX6	DHX30	DKC1	DNAJC2	DNAJC21	DROSHA	EEF2	EFTUD2	EIF2S1	EIF2S2	EIF3A	EIF3D	EIF3G	EIF4A3	EIF4B	EIF4G1	EIF4G2	ESF1	EWSR1	EXOSC9	FAM120A	FASTKD2	FIP1L1	FKBP4	FMR1	FTO	FUBP1	FUBP3	FUS	FXR1	FXR2	G3BP1	G3BP2	GEMIN5	GLRX3	GPKOW	GRSF1	GRWD1	GTF2F1	HDGF	HLTF	HNRNPA0	HNRNPA1	HNRNPA2B1	HNRNPAB	HNRNPC	HNRNPF	HNRNPK	HNRNPL	HNRNPM	HNRNPU	HNRNPUL1	HSPD1	IGF2BP1	IGF2BP2	IGF2BP3	ILF2	ILF3	KHDRBS1	KHSRP	KIF1C	KRR1	LARP4	LARP7	LIN28B	LSM11	MAGOH	MAK16	MARK2	MATR3	MBNL1	METAP2	MSI2	MTPAP	NAA15	NCBP2	NELFE	NFX1	NKRF	NOL12	NONO	NPM1	NUFIP2	NUP35	NUSAP1	PA2G4	PABPC1	PABPC4	PABPN1	PAPOLA	PARN	PCBP1	PCBP2	PES1	PHF6	PKM	PNPT1	POLR2G	PPIG	PPIL4	PPP1R8	PRPF4	PRPF6	PRPF8	PSIP1	PTBP1	PUF60	PUM1	PUM2	PUS1	QKI	RAVER1	RBFOX2	RBM15	RBM17	RBM22	RBM25	RBM3	RBM34	RBM39	RCC2	RECQL	RPS10	RPS11	RPS19	RPS3A	RRP9	RTF1	SAFB2	SART3	SBDS	SERBP1	SF1	SF3A3	SF3B1	SF3B4	SFPQ	SLBP	SLTM	SMNDC1	SND1	SNRNP200	SRFBP1	SRP68	SRPK2	SRSF1	SRSF5	SRSF7	SSB	SSRP1	STAU1	STIP1	SUB1	SUCLG1	SUGP2	SUPT6H	SUPV3L1	TAF15	TARDBP	TBRG4	TFIP11	TIA1	TIAL1	TRA2A	TRIM56	TRIP6	TUFM	U2AF2	UBE2L3	UCHL5	UPF1	UPF2	UTP18	UTP3	WDR3	WDR43	WRN	XPO1	XPO5	XRCC5	XRCC6	XRN1	XRN2	YBX3	YTHDC2	ZC3H8	ZRANB2
AATF	-1.83659855035902	-0.0697271304517476	-0.220131783543167	-0.607635009274534	0.0496613430732631	-0.104738159146922	0.791574985232283	0.643673550373317	-0.0116206280776076	0.0387146184884493	-0.599420707902806	0.34865189946775	0.194939127491106	0.0845361262710333	0.129132222840672	-0.0011072624948705	-0.0521211774752931	-0.1707659648705	-0.0216119315238108	0.0210097842352253	-0.409364688428198	0.0560324861168345	-0.126430295514911	0.0691491093539224	0.503356507897773	0.276903391449743	-0.460550721821624	0.673383543859693	0.0930366451620536	0.0905398265110858	0.0525991232000333	0.103973318768488	0.0992364162552299	-0.0846063116205966	-0.623689370256806	0.144461092194119	0.389993993623262	1.07960365795688	0.310243833054384	-0.000968756981540584	0.757414486821595	1.24165261339996	0.268312942882813	-0.0510813459165525	-0.641010554315253	0.988655608164776	-0.279839091031779	0.032947873485949	-0.0371985897926387	-0.17052187320828	-0.158416355693965	0.319398402529751	0.202152149843245	0.912075631122342	0.00845468809639505	0.748599209543917	-0.0750109128516293	0.478915158640925	1.1563199906177	0.893063035892354	0.00505877750274189	-0.224071271101152	-0.3616688653868	1.05002269043617	-0.229961597744629	-0.0975257527965616	-0.410530047852831	-0.511069987018604	-0.48878539541408	0.164134247238609	-0.294494450540636	-0.238971357727314	1.01552854422613	-0.235194701438237	1.69985589461854	1.14536860608879	0.1335184287506	-0.477363395804256	-0.105534465567696	-0.128063128790741	0.44548051420755	-0.263211063208286	-0.22094427880012	-0.195841461630058	-1.15891848836922	-0.385414768644985	-0.38263250771394	-0.248013433252325	-0.311321031433151	-0.167614132180443	-0.680840143048233	-0.484179752153311	1.00371670769258	0.358139681388524	-0.250924409489739	0.382743055898066	-0.196724053711804	0.328078464116468	0.302849556387436	0.302471141050583	-0.600715213006364	0.0938127366747925	-0.222651804478841	0.21651977094793	0.398804845839687	-0.213949588262942	0.00166771172787671	-0.25395080004831	0.244616679426589	-0.299363304496306	-0.215638428428778	0.906823461207255	-0.217332501713379	-1.41698160576995	0.474559560704175	0.13431532638556	0.12722966026957	-0.161071263655613	0.0221759975990283	-0.272615122729212	0.805439772297925	0.849870119411701	-0.0261020231100667	-1.22838838380468	-0.0207915225571244	-0.0677381755565263	0.0428396127212473	-0.11104064795827	-0.0195048194141797	-0.409547640675599	-0.0756505213493779	-0.588380715910679	-0.261590916328258	-0.0467215112754576	-0.231810247331556	-0.504703211493138	0.555466489641656	0.80173181621119	0.0268705040583781	-0.506370127117012	-0.267919744562587	0.0547623684455045	-0.00912850201572521	-0.216881188380752	-0.574664706416636	-0.263818497089753	0.149057277201217	-0.0724817145452041	0.389395851043615	-0.45376075771648	-0.244865115864585	0.416273560009842	-0.397676554267403	-0.184993052229233	-0.117945714594575	-0.164952033958594	-0.158551250810257	-0.054854891604425	-0.124682808988566	0.010817153731294	1.03307301831097	-0.475851489752415	-0.484480649921038	0.46552305317405	-0.436115524777387	-0.362927114117708	0.509662401562802	-0.152278216016301	0.154909256782123	0.81969687495376	0.0403276207362115	0.168121884311284	-0.0483153824006081	0.0573683120538548	-0.306503115985326	-0.398751280687429	-0.185335140043013	0.0726288155148469	-0.484918388905285	-0.0673967134268065	0.124255785163994	-0.0874841790770176	-0.128373928326447	-0.166267842972635	-0.270585630837445	-0.151494621763915	-0.141239103956673	-0.516614054999218	-0.0211365848937133	-0.341978574315254	0.972065956493178	0.280944507300732	0.583120449502021	-0.308698674369315	-0.0599726006034331	-0.144638864212144	-0.542142124539295	-0.1412859622441	-0.0527299571051072	-0.442485264821377	-0.470738511738409	-0.175895352468975	0.614182580697077	-0.115178547807237	0.128879181156826	0.0164788569622546	0.477831744437459	-0.752190833916163	0.408255467233132	-0.526013357519991	-0.190007016741884	0.0595707218858061	-0.0453497415063656	-0.0923548247867109	-0.151629721241221	-0.336227906098142	-0.267307983760904	-0.286410768439886	0.0397687741451453	-0.307198303378839	0.427586008973691	-0.0441319950409308	0.102648820502162	-0.461263873953168	-0.0539956215852565	0.388480073923374	0.865359932752006	-0.139563915794924	0.0706595803390517	-0.438636144275105	-0.320405203665393	-0.278472491159858	-2.11987971696035	0.0513016135649359	-0.191325070088893	0.0766817490184104	0.015506536057209	-0.0427260790783888	0.415030534799574	0.540872475038507	0.0413240260854696	-0.0070728415108346	-0.364346373106255	0.238669882324987	0.0561829694410561	0.0515360340523892	-0.0466376227438566	0.0231260204208451	-0.0912446796783566	-0.190902742782198	-0.31946003506781	-0.313551497602225	-0.417315317985664	0.0768699712029231	-0.0718208673813236	0.028463606322449	-0.681595849862475	-0.203904905565023	-0.167840530134121	0.44642689078329	0.0257609012678057	0.374106944122242	-0.21163701018458	0.113173806280532	0.0833826588573306	0.00928855533476565	-0.174975036284802	0.00279192759498403	0.379138435951832	-0.223818261473195	0.217122236443813	0.0179065573119184	-0.193817830029834	-0.152105666953699	0.225614727094521	-0.0772742868337044	-0.603021821196272	-0.0879416942548369	-0.426737592351722	0.103597912052146	-0.630803459747457	-0.100344882818168	0.0510775866634844	0.335933220697658	0.195818302846899	0.866488538031679	-0.055350140293009	0.281268375789278	-0.106759750637484	0.65105125167006	1.2193012421297	1.02533134264372	-0.279847604968886	-0.264856833344143	-0.261875168186309	-0.0945608244726952	-0.179708102026345	-0.281926151746063	-0.211654716748507	-0.440695772202181	-0.640814621512182	-0.195756365245914	-0.0808124431388767	-0.23485896788584	1.02505523486556	-0.341440370264011	1.69222644784316	-0.0483910253183529	0.0105946708016085	-0.49749889895491	-0.0683695407679005	-0.253312284377164	0.137546662260815	-0.274982968873577	-0.36165568771527	-0.21834081764681	-1.10827116027866	-0.31085833070168	-0.30206240458186	-0.205292893113854	-0.21176885671682	-0.398909732474301	-0.334699048188286	-0.432745495527812	0.861315364293026	0.298870700932903	-0.323263756461601	0.0447989641795911	-0.252290586473363	0.313258316238517	0.344333241919534	-0.945899698783031	0.419385600339663	-0.47356878243945	-0.102877905600756	-0.0445922371676378	0.485370509066324	-0.192875088654013	-0.542074280108772	-0.390800893323386	0.369343545641665	-0.435564839624386	-0.239603002312688	0.877573641273188	-0.125813186355318	-1.43877960497099	0.479552547674951	-0.0362991335934004	-0.0203391933346876	-0.171983726012609	0.103194963431316	-0.208893741666942	0.843916465124341	0.741249788737763	-0.0332086261808768	-1.24540120444408	-0.0290858971416126	-0.162818003959734	-0.29758394289615	-0.0835841311623515	0.0195939581762627	-0.277330908256569	0.0395048910908607	-0.269139673741797	-0.261719633497641	-0.180769326849868	-0.0996975803141725	-0.148079992182717	0.579627387011557	0.750109111559335	-0.12780062056739	-0.506766480129623	-0.332445975229732	0.113343108373879	0.294915910099556	-0.294302715909084	-0.669940975872574	-0.466305563434429	0.100360499184066	-0.0592586942457369	0.513024053271425	-0.564358101686445	1.07621617011279	0.372038262492887	-0.436295903759694	-0.237067335276287	-0.239369439467275	-0.197072356411488	-0.0730414071110112	-0.557033400852071	-0.116471520528087	-0.00415029412660401	1.00999296746391	-0.293556862573815	-0.154508627853241	0.539586912679612	-0.664707467462779	-0.479243398294789	-0.146837601832161	-0.0660942307101921	0.324259329239402	0.834040237182151	-0.376301803801959	0.052928908203705	0.22872635578145	-0.248741411787871	-0.48590875676055	-0.118110174119592	-0.153313343639358	-0.590000644486412	-0.360675958590175	-0.433103362294111	-0.0420248542667842	-0.321696612264162	-0.331091116554117	-0.160447026769746	-0.150559033567301	-0.192096957821604	-0.226680337001117	-0.893948714769193	-0.0765326961252092	-0.358912784463737	0.940142520176618	-0.90099037188993	0.460782318495416	-0.324980726871954	-0.0144589456967254	-0.22874924735891	-0.556841727519932	-0.106035833028897	-0.0628803235081766	-0.426682116223524	-0.443291738518548	-0.103046038161359	0.123365663970133	-0.386297012463555	0.0476623658288854	0.0623502799115647	-0.584751802929336	-0.604775370402281	0.39902117187492	-0.62685664123923	-0.10875807636378	-0.0424401339878721	-0.00502182385072694	-0.121360853125973	-0.174907748112241	-0.378057621412823	-0.312073917446734	-0.557440876056378	0.198954665813598	-0.34261183007007	0.177944340075639	0.0034872676370352	1.08402818757679	-0.540773408629398	0.0128656938052378	0.465687709141979	0.860194079627396	-0.160215444593117	0.338990118977488	-0.499370114463596	-0.280939746338075	-0.229553046707283
ABCF1	-0.0158228286690151	-1.2857706060818	-0.200245469951985	-1.12896250977709	-0.246284204675187	-0.722301352960023	0.360195913421359	1.46961661767065	-0.219068084751665	-0.30564702863124	0.135923727800456	0.457326442660546	0.501108585196842	0.0239331855532653	0.403757296385513	-0.12713004635108	0.103071677471034	-0.244145492060057	-0.0658161765565576	0.386465554039667	-0.303565328617002	0.269910551851579	0.0479830644605235	-0.20765228016169	-0.841508670249607	-0.0115620882798417	-0.447998280658873	0.594111478773822	-0.135311182378669	0.146820376682278	0.385145034213727	-0.0222357280496087	-0.245474571885025	-0.661446617521672	-0.930774391706389	-0.10888109132071	-0.852112227521969	-1.26700817025026	0.187053319044305	-0.158208959356695	-1.90165156079358	0.677136899261372	-0.0632506134116284	0.0935808244796185	-0.0760581603438114	-1.49586997118951	-0.392590319489342	-0.155125696673845	-0.129887172115064	-0.568835530750442	-2.70802091166068	-0.0308173491229519	0.280849690183337	-1.39962534438095	-0.115474720568448	0.0236409953143935	0.140095892166716	0.295616402448497	-0.7723451360613	-1.80672195073178	-0.0914341002147239	0.17550235622882	-0.153860239782753	-1.63352518006093	-0.0619061151297036	-0.557206472394483	-0.305154655023014	-1.20220621957927	-0.254388697202613	-0.639280083605989	-0.486821718833334	-0.435809878433085	-1.13330902139495	-0.46866740078136	-0.331424493597848	-1.51004014719157	-1.32107740104583	-0.682494316608617	-0.0686132573373473	-0.148312566561266	0.216442335289688	-0.519509337617766	-0.0528071577408422	-0.350390525042747	-0.688125815238197	-0.524002607761504	-0.654725806288848	0.181066321095865	-2.06153743997805	-0.590587749097194	0.054130784544262	-0.43982129182298	-0.524731298769649	0.220339102741376	-0.624787575090306	0.783895310407523	-2.44143749334146	-0.463419970943814	-1.22528018301699	-0.841751484061172	0.603682001113562	0.0216236890913506	-0.608351820896736	0.176278812069415	-0.943989367489304	0.316868731567079	-0.402762367846712	-2.26186065848892	-0.558840448439976	-0.500273423376632	0.0131616098589492	-0.148469711060826	-0.112433298652322	-1.84139533748361	-0.488790096216486	-0.0695167231451166	-0.0527015517740544	0.0595699599563643	0.0331771637116993	0.308028443834898	-1.66031714727153	-0.630366314059735	-0.501556764284232	-1.38277980593591	-0.0990760292804939	-0.433146018111723	-2.266758591793	0.0424430757804156	0.0791701142435857	-0.647371250268401	-0.464985541905068	-0.940989300699546	0.260440563165253	-2.67252341381535	1.72795087238657	-0.675832539170167	-1.03327692188886	0.106749991639455	-0.883667833093646	-0.507595057527855	0.0753621005753149	0.0483648506300936	0.0956206499296466	-1.12222777997263	-0.646436457495661	-2.5189626329558	0.433992037693011	-0.195414967968374	1.02504750673361	-0.7109719211459	-0.153379411801904	0.681741789278776	-0.0289975560995954	-0.315262407271145	0.476382822316956	0.112295079840652	0.0476465039716659	-0.493788728385945	0.477298173191091	0.249603630863231	-0.221395932048526	-0.351458039754592	-0.798368319928266	-1.119602821253	-2.74226776883954	-0.606527397060983	0.847950343201129	0.237535903241462	-1.08959774933926	0.925300814183013	0.0344238549006511	-0.417934260377848	-0.371506094712609	0.262971738887172	2.6736295458533	-0.7205800621884	-0.181240513240238	0.772182267855389	-0.882779511073424	-1.00015539150722	-0.0391283500017301	-2.6317240173529	-0.0201090405343658	-0.0317215853486554	-0.152096362191149	-0.754153608538111	-2.4026993405774	-0.143807752431666	-0.286608045696761	0.0399425891587027	-0.615706528748023	-1.26152011135061	-1.06605256926374	-0.572778724435991	-0.700832207671361	-0.361407174541791	-0.585574668379166	-0.0907355408053332	-0.108346760182025	-2.50354903438287	-3.01822690684888	-0.206063143401899	1.57629928450212	-0.648357816355549	0.226208681029664	-0.284250527008452	-0.871651732190486	-0.588969465286047	-1.03002916565022	-0.259885512701898	-0.706150318310867	-0.241059011104953	-0.4989710458298	-0.288432957978471	-0.282919550344699	-0.302244193893758	-0.0580989253222186	-0.0437467780123669	-0.0253525142592886	-0.986277631207528	0.0520480906994464	0.220082764731872	-0.0485772392458943	-2.14034400624083	0.128003681849513	0.289277607145741	-2.06146118143966	-0.658189367906388	0.331656409577703	-2.69608790626661	-0.662062472431228	-0.705545206196592	-0.539554410227548	-1.021937385013	-0.165182957887644	0.0602999315871369	-0.396549349313013	-0.455746900412564	0.5556837578657	0.687170726228669	-0.132811295051278	0.269325997738876	0.281952408907275	0.379099332361481	0.607775695931778	-0.0254489058161263	0.16297479627322	-0.410277926052434	-0.0862597585217376	-0.228035803717841	-0.078249985173886	0.0396259726907753	-0.590506930999272	0.317953090028187	-0.117270368624917	2.34458014770247	0.440407804801084	0.248344413917969	-0.347262006622898	1.16162314866421	-0.382143231431889	0.137413059229644	-0.488079925789169	0.269213998602231	-0.347419014667846	-0.577087097932605	0.0732737139702617	-0.258948042291514	-0.734349118464182	-0.165425464612154	0.433819695769163	-0.384490783991001	-0.294919408137866	0.332035872208543	0.178313521495784	-0.0527227782158956	-0.328298743098568	-0.116432675012943	-0.74805018232103	0.1260619789165	-0.500114548795344	-0.333628914061255	-2.65350073402087	-0.389400750082232	0.593545239664802	-1.9273084927952	-0.514461745914411	1.43134625045644	0.512585618095013	1.03723107215204	-0.984593887746675	-1.30484715430241	-0.783159803275019	0.376008642453328	-0.226817733349581	-0.158264659736035	-0.377214282250322	-0.318915792082272	-0.642277039123107	-0.73876758205796	-0.723695129500245	-0.834439377484281	-0.422875223232963	-0.370223267236696	-1.77425277503235	-1.18824390926817	-0.194866478245414	1.16063705470261	-1.32953819630344	-0.934960793111675	-0.367627679103988	0.299326523129826	-0.0948667107217747	-0.311038254099898	-0.664757415129942	-0.0690827132857922	-0.923708835640233	-0.820086280481283	-0.635799853770163	-0.123365953940544	-2.11953040115629	-0.744510084797789	0.225142994434707	-0.616280137366783	-0.59796079626853	-0.0966616403285971	-0.726645785713731	-0.023257032822111	-2.39540334334874	-0.491427364127032	-1.20329989728579	0.259211793717883	1.05522998553452	-0.496167321422813	-0.367097063068204	-0.443582329011443	-0.802122158866195	-0.152536366735358	-0.896498187686531	-2.71507790545737	-0.221897145140422	-0.625485219801739	-0.360652172373105	-0.0492779459452437	-0.0361331961312882	-1.33373003363166	-0.831008803333851	0.0870709181803189	-0.524622212453061	-0.217272338520534	0.272580733851864	0.459634843923109	-1.50008122801524	-0.840297900896831	-0.315238363595808	-1.04367565514559	0.0746199490333221	-0.254394664239938	-2.58631977811755	-0.236699244176862	-0.00384279030848948	-0.175235408145758	-0.41340671217605	-0.595700243871515	-0.611785766161257	-2.48635545952819	1.93268204601174	-0.135307602321761	-1.24840164869256	0.186643495298456	-0.697823304122025	-0.891792293994852	-0.41930681048347	0.513096680986598	0.835659998223562	-0.763226074721824	-0.972864471928095	-2.29839811795943	0.235216103322622	-0.452232265661657	0.865759086383015	-0.751821747882908	0.178698638341706	0.358615887730978	-0.290263112915423	-0.058890558771268	0.300379383617692	-0.472669309309379	0.529615710016583	-0.904984355552098	0.183226394360117	-0.276612429837656	-0.101991861094896	-0.562675267870993	0.195867833574335	-0.889205166398649	-2.61652001072157	0.0886821277055185	-0.732745220148274	0.211608266200414	-1.36139409191275	0.479386911732433	-0.834889640933542	-0.565284178656605	-0.559756257745862	-0.128388788668701	-0.86040182404912	-0.649272859357745	-0.416322785541682	-2.39184178240183	-1.03350327928686	-1.05881036348774	0.134229178419801	-2.32110532016997	-0.0489365271768294	-0.260731067469867	-0.365069153634974	-0.56293709816349	-2.19950952201609	0.305848941977182	-0.187754932528317	-0.204049566607351	-0.483853823787986	0.38512280530895	-0.677462953609252	-0.25856277383969	-0.458594703610523	-0.765648429256102	-0.357006457999199	-0.318582438557625	-0.064553303502547	-2.21414297991299	-2.82114294861034	0.232079656582295	-0.312046008390071	0.673427235142667	0.090099359802128	-0.590386864706689	0.5550681370833	-1.00892100528511	-1.40316522825861	-0.744820514784838	-0.499684917731838	-0.0962776038539848	0.357986419520918	-0.578196019046588	-0.304114344338048	-0.269194370018448	-0.444261066482099	-0.352333022630885	-0.230333334097932	-0.842565842755242	0.635156527325976	-0.120039335882819	-1.47247003089765	-2.85701707866655	-0.26094476285091	1.00817337302474	-2.1204089429048	-0.177841232159058	0.0902216631705596	-2.72208287393286	-0.698594344501582	-0.304532852107543
